"External ID","Asientos/Debe","Asientos/Haber","Asientos/Fecha creación","Asientos/Fecha vencimiento","Asientos/Nombre","Asientos/Nota interna","Asientos/Referencia","Asientos/Cuenta/Activo","Asientos/Empresa/Activo","Asientos/Producto/Activo","Asientos/Boleta de Depósito/ID","Asientos/Boleta de Depósito","Asientos/Cuenta","Asientos/Empresa","Asientos/Producto"
"","","61090.91","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1307",""
"","","93818.18","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1001",""
"","","389831.82","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_611",""
"","","67536.37","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_392",""
"","","496363.64","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1549",""
"","","57272.73","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_575",""
"","","140427.27","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1236",""
"","6195736.0","","","","OC |2017|386","","","True","True","","","","__export__.account_account_928","__export__.res_partner_1549",""
"","","17531.82","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1236",""
"","","64772.73","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_435",""
"","","565090.91","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_2271",""
"","","55000.0","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_2038",""
"","","288000.0","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_2271",""
"","","220545.45","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_2269",""
"","","76363.64","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1842",""
"","","243027.27","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_194",""
"","","54495.45","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_605",""
"","","84090.91","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_2367",""
"","","21818.18","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1012",""
"","26945.45","","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1296",""
"","","152819.08","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1603",""
"","","1270227.19","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","91636.36","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_605",""
"","","14090.91","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1241",""
"","","1762101.55","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","15000.0","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","278263.64","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_575",""
"","","65254.55","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1611",""
"","","74272.73","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_612",""
"","","112272.72","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_646",""
"","","82477.27","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_194",""
"","1646.0","","","","Provision","","","True","","","","","__export__.account_account_928","",""
"","","73963.64","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1241",""
"","","1.0","","","AUTO-001-001-0000613","","","True","True","","","","__export__.account_account_928","__export__.res_partner_2570",""
"","","41818.18","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_575",""
"","","138181.82","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_813",""
"","","30000.0","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_822",""
"","","164695.45","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_605",""
"","","64181.82","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_2475",""
"","","87181.82","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1628",""
"","","57727.27","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1703",""
"","1056452.0","","","","OC |2017|2380","","","True","True","","","","__export__.account_account_928","__export__.res_partner_138",""
"","","155368.19","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1703",""
"","","1155654.54","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_194",""
"","6271106.17","","","","OC |2017|386","","","True","True","","","","__export__.account_account_928","__export__.res_partner_1549",""
"","","808545.45","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_2271",""
"","","534090.91","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_2271",""
"","","654545.45","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_278",""
"","","54681.82","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1239",""
"","","87181.82","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1241",""
"","","88090.91","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_662",""
"","","2123786.0","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","147616.36","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_575",""
"","","3239798.27","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","4507769.46","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","79818.18","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_194",""
"","20072.73","","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1767",""
"","","1185909.1","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1767",""
"","","50181.82","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_2373",""
"","85909.09","","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_408",""
"","","16090.91","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_2074",""
"","","65090.91","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_435",""
"","","0.21","","","BANC |2017|0578","","","True","True","","","","__export__.account_account_928","__export__.res_partner_247",""
"","","94363.64","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_575",""
"","","44636.36","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_618",""
"","","16363.63","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_916",""
"","","16181.82","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_631",""
"","","981818.18","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1709",""
"","","235686.37","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_646",""
"","","391831.82","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_646",""
"","","146818.18","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_392",""
"","","59190.91","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1241",""
"","","32454.55","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_618",""
"","","68909.09","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1628",""
"","","21818.18","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_620",""
"","","144054.55","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1549",""
"","","849388.18","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","32436.36","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_569",""
"","","104918.18","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_2150",""
"","","470890.9","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_2311",""
"","","309872.73","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1296",""
"","","181818.18","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1001",""
"","","85636.36","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_2213",""
"","","185799.09","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1603",""
"","","327272.73","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1709",""
"","","122000.0","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_2188",""
"","","27636.36","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1307",""
"","","154363.64","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_165",""
"","","285172.72","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_605",""
"","","146909.09","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1537",""
"","","51818.18","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1709",""
"","","406931.83","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_646",""
"","","165518.72","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_2279",""
"","","13500.0","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_2072",""
"","","125909.09","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1703",""
"","","1127045.45","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_435",""
"","","22545.45","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_941",""
"","","22545.45","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_941",""
"","","293818.09","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","200909.09","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_575",""
"","","201727.27","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1993",""
"","","30831.82","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_612",""
"","","79195.46","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_575",""
"","","73636.36","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1307",""
"","","90545.45","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1628",""
"","","46031.83","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_643",""
"","","102772.73","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_605",""
"","","193294.54","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1879",""
"","","250909.09","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1146",""
"","","2052131.82","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","35181.81","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1060",""
"","","277727.27","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","3591799.47","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","47727.27","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_618",""
"","","69909.09","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1993",""
"","","552545.46","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","261336.36","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_2243",""
"","","21818.18","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_618",""
"","","113363.64","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1879",""
"","","147681.82","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_575",""
"","","24545.45","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1526",""
"","","33181.82","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_2530",""
"","","122909.09","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1628",""
"","","60000.0","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_165",""
"","","81859.09","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1234",""
"","","77454.55","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1001",""
"","","123931.83","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_646",""
"","","590909.09","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_2019",""
"","","152727.27","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1001",""
"","","110050.91","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1603",""
"","","2309575.81","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","98109.09","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_618",""
"","","39900.0","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_605",""
"","","106400.0","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_435",""
"","","81181.82","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_575",""
"","","343272.73","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1001",""
"","","41022.73","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1307",""
"","107819926.0","","","","Distribucion IVA","","","True","","","","","__export__.account_account_940","",""
"","","568181.82","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1709",""
"","","6818.18","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_785",""
"","","67272.73","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1273",""
"","4841141.0","","","","IVA CORRESP. A AGOSTO  2017 -TRANSF. ITAU","","","True","True","","","","__export__.account_account_940","__export__.res_partner_2013",""
"","","101045.45","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_194",""
"","","179454.55","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_2272",""
"","","87181.82","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_2602",""
"","","64636.37","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1549",""
"","","79636.36","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1709",""
"","","43636.36","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_2345",""
"","14861875.0","","","","IVA CORRESP. A JULIO 2017 -TRANSF. ITAU","","","True","True","","","","__export__.account_account_940","__export__.res_partner_2013",""
"","","73090.91","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_618",""
"","","216000.0","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_2435",""
"","","2095083.09","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","59787.28","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_618",""
"","","1362772.73","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1549",""
"","","152727.27","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1241",""
"","","184472.73","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_611",""
"","","71818.19","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_2056",""
"","","101454.55","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_916",""
"","","59545.46","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1713",""
"","","107954.55","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_618",""
"","","215045.45","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_612",""
"","","198000.0","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1296",""
"","","27000.0","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_285",""
"","","1554200.0","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_435",""
"","","214000.0","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_652",""
"","2354000.0","","","2018-01-19","/","","","True","True","","","","__export__.account_account_828","__export__.res_partner_652",""
"","","28818.18","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_620",""
"","","42727.27","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1526",""
"","","81727.27","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_631",""
"","","279904.55","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_435",""
"","","11000.0","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_661",""
"","","135909.09","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_661",""
"","","483636.36","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_2025",""
"","","8636.36","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1111",""
"","","25363.64","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1654",""
"","","27636.36","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_847",""
"","","360727.27","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_631",""
"","","93909.09","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_359",""
"","","2126100.0","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","1413818.19","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_2271",""
"","","108213.63","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1703",""
"","77042281.0","","","","DISTRIBUCION IVA","","","True","","","","","__export__.account_account_940","",""
"","","1748917.28","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","53363.64","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1307",""
"","","83427.27","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_605",""
"","","78000.0","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1549",""
"","","134999.0","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","32454.55","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_618",""
"","","72727.27","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_408",""
"","","40090.91","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_575",""
"","","65000.0","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1549",""
"","","1439981.8","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","112727.27","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_165",""
"","","56818.18","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1526",""
"","","367454.54","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_575",""
"","","229381.82","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_618",""
"","","183636.36","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_435",""
"","","48018.18","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1348",""
"","","113636.36","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1241",""
"","","18340.91","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_2603",""
"","","102772.73","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_605",""
"","","111272.73","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_2020",""
"","","109090.91","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1611",""
"","","16818.18","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1307",""
"","","141895.45","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_605",""
"","","3267669.99","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","152181.82","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_575",""
"","","389327.27","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_575",""
"","","29090.91","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1060",""
"","","81354.55","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1348",""
"","","65181.82","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1628",""
"","","38345.45","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1879",""
"","","20727.27","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1348",""
"","","40363.64","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1879",""
"","","42545.45","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1526",""
"","","108000.0","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1628",""
"","","738081.82","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_2019",""
"","","4019098.0","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","408400.0","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","1822545.46","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","189090.91","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_2019",""
"","","50000.0","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_2038",""
"","","152000.0","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_2188",""
"","","2357672.73","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","345231.82","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","1699168.26","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","104636.37","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_2311",""
"","","31181.82","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_2074",""
"","","237759.09","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_611",""
"","","68727.27","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1307",""
"","","41636.36","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_292",""
"","","50727.27","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1703",""
"","","169090.9","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_2066",""
"","","927272.73","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1549",""
"","","45818.18","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_107",""
"","","79636.37","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1307",""
"","","332181.82","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_575",""
"","","186977.27","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_646",""
"","","46636.36","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_605",""
"","","443636.36","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1296",""
"","","60363.64","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_2198",""
"","","233636.36","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_2270",""
"","","261184.36","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_605",""
"","","840000.0","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1549",""
"","","316181.82","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_435",""
"","","290181.82","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1611",""
"","","1442843.0","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","3690020.46","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","305640.92","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_612",""
"","","1996858.18","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","125909.09","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1307",""
"","","136545.45","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_435",""
"","","65909.09","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_634",""
"","","250854.54","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_916",""
"","","81818.18","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_618",""
"","18550000.0","","","2017-07-05","001-001-0001351","","","True","True","","","","__export__.account_account_928","__export__.res_partner_661",""
"","","198645.45","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1348",""
"","","888000.0","","2018-02-11","ENTR |01686","","","True","True","","","","__export__.account_account_928","__export__.res_partner_655",""
"","","69090.91","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1982",""
"","","134545.45","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_652",""
"","","664381.82","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_646",""
"","","98886.36","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1703",""
"","","15570000.0","","2017-07-05","OC |2017|01935","","","True","True","","","","__export__.account_account_928","__export__.res_partner_661",""
"","","35454.55","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_575",""
"","","68659.09","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_605",""
"","","60363.64","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1628",""
"","","82361.82","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1241",""
"","","3432181.82","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_278",""
"","","1832061.0","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","94363.64","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_2474",""
"","","2015860.91","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","52363.64","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1273",""
"","","272945.46","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1767",""
"","","510072.72","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1767",""
"","","40636.36","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_661",""
"","","40936.36","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1348",""
"","","26745.45","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_2319",""
